,web-scraper-order,web-scraper-start-url,Books,Books-href,Author,Abstract,category,views
39,1637298635-1382,"https://www.bookrix.com/books;language-literature,id:26.html",THE WISHING WELL,https://www.bookrix.com/_ebook-mildred-a-wirt-the-wishing-well/,MILDRED A.  WIRT,"Mildred Augustine Wirt Benson (July 10, 1905 – May 28, 2002) was an American journalist and author of children's books, in particular the earliest Nancy Drew mysteries. Writing under Stratemeyer Syndicate pen name Carolyn Keene from 1929 to 1947, she contributed to 23 of the first 30 originally published Nancy Drew mysteries.",Language & Literature,4
40,1637298327-1365,"https://www.bookrix.com/books;language-literature,id:26.html",Ontario Teachers' Manuals: Literature,https://www.bookrix.com/_ebook-ontario-ministry-of-education-ontario-teachers-039-manuals-literature-1/,Ontario Ministry of Education .,"It is the purpose of this Manual to present the general principles on

which the teaching of literature is based. It will distinguish between

the intensive and the extensive study of literature; it will consider

what material is suitable for children at different ages.",Language & Literature,3
41,1637298807-1391,"https://www.bookrix.com/books;language-literature,id:26.html",Household Tales by Brothers Grimm,https://www.bookrix.com/_ebook-grimm-brothers-household-tales-by-brothers-grimm/,Grimm Brothers,"The Brothers Grimm (or Die Brüder Grimm), Jacob (1785–1863) and Wilhelm Grimm (1786–1859), were German academics, linguists, cultural researchers, lexicographers and authors who together collected and published folklore. They are among the best-known storytellers of folk tales, popularizing stories such as ""Cinderella"" ""(Aschenputtel)"", ""The Frog Prince"" (""Der Froschkönig""), ""Hansel and Gretel"" (""Hänsel und Gretel""), ""Rapunzel"", ""Rumpelstiltskin"" (""Rumpelstilzchen""), and ""Snow White"" (""Schneewittchen""). Their first collection of folk tales, Children's and Household Tales (Kinder- und Hausmärchen), was published in 1812.",Language & Literature,5
42,1637298532-1378,"https://www.bookrix.com/books;language-literature,id:26.html",Handbook Of universal Literature Fiscle (Part-I) Part 1,https://www.bookrix.com/_ebook-anne-c-lynch-botta-handbook-of-universal-literature-fiscle-part-i-part-1/,Anne C.  Lynch Botta,"In conformity with this design, standard books have been condensed, with no alterations except such as were required to give unity to the whole work; and in some instances a few additions have been made.",Language & Literature,3
43,1637299160-1412,"https://www.bookrix.com/books;language-literature,id:26.html",bgirlmeenoo,https://www.bookrix.com/_ebook-meenakshi-sharma-bgirlmeenoo/,meenakshi sharma,"thats all about a life

 may be of yours 

and ofcourse its mine

there's bgirl 

she's a writer 

dancer and a stydying gal..

can't say anything more just read it .

plzzz",Language & Literature,1335
44,1637299168-1413,"https://www.bookrix.com/books;language-literature,id:26.html",Everyday Thoughts.,https://www.bookrix.com/_ebook-gabby-follin-everyday-thoughts/,Gabby Follin,"This book is basically a rant/mental breakdown journal. I think it's kind of a funny idea for a book now that I think about it.. But basically, I'll just be logging every other day about how I feel and I might tell you a bit on what's going on (the rant part). Sometimes I might be happy, or unsure about everything or I even might record a mental breakdown of mine. Book is still in progress, obviously. I hope you enjoy.",Language & Literature,1749
45,1637298939-1399,"https://www.bookrix.com/books;language-literature,id:26.html",The Lady with the Dog - a Review,https://www.bookrix.com/_ebook-kalai-selvi-arivalagan-the-lady-with-the-dog-a-review/,Kalai Selvi Arivalagan,"“The Lady with the Dog” is one of the best known stories written by Anton Chekhov. Once again in this story also, he never says more than he needs.  He conveys the emotional turmoil that happens within his characters and he was also able to convey the intensity of emotions.",Language & Literature,53
46,1637298702-1386,"https://www.bookrix.com/books;language-literature,id:26.html",The Old Curiosity Shop,https://www.bookrix.com/_ebook-charles-dickens-the-old-curiosity-shop-3/,Charles Dickens,"The sensational bestselling story of Little Nell, the beautiful child thrown into a shadowy, terrifying world, seems to belong less to the history of the Victorian novel than to folklore, fairy tale, or myth. The sorrows of Nell and her grandfather are offset by Dickens's creation of a dazzling contemporary world inhabited by some of his most brilliantly drawn characters-the eloquent ne'er-do-well Dick Swiveller; the hungry maid known as the ""Marchioness""; the mannish lawyer Sally Brass; Quilp's brow-beaten mother-in-law; and Quilp himself, the lustful, vengeful dwarf, whose demonic energy makes a vivid counterpoint to Nell's purity.",Language & Literature,4
47,1637298304-1363,"https://www.bookrix.com/books;language-literature,id:26.html",THE RANGE BOSS,https://www.bookrix.com/_ebook-charles-alden-seltzer-the-range-boss-1/,CHARLES ALDEN  SELTZER,"Charles Alden Seltzer (15 August 1875–9 February 1942) was an American writer. He was a prolific author of western novels, had writing credits for more than a dozen film titles, and authored numerous stories published in magazines, most prominently in Argosy.",Language & Literature,3
48,1637298666-1384,"https://www.bookrix.com/books;language-literature,id:26.html",20000 Leagues Under The Seas,https://www.bookrix.com/_ebook-jules-verne-20000-leagues-under-the-seas/,Jules  Verne,"""The Deepest Parts Of The Ocean Are Totally Unknown To Us,""

Admits Professor Aronnax Early In This Novel.  ""What Goes On In

Those Distant Depths?  What Creatures Inhabit, Or Could Inhabit,

Those Regions Twelve Or Fifteen Miles Beneath The Surface Of The Water?

It's Almost Beyond Conjecture.""",Language & Literature,4
49,1637298374-1368,"https://www.bookrix.com/books;language-literature,id:26.html",The Iliad,https://www.bookrix.com/_ebook-homer-the-iliad-1/,"Homer -, Samuel Butler","In the Western classical tradition, Homer (/ˈhoʊmər/; Ancient Greek: Ὅμηρος [hómɛːros], Hómēros) is considered the author of the Iliad and the Odyssey, and is revered as the greatest of Greek epic poets. These epics lie at the beginning of the Western canon of literature, and have had an enormous influence on the history of literature.



Whether and when he lived is unknown. Herodotus estimates that Homer lived 400 years before his own time, which would place him at around 850 BC,[1] while other ancient sources claim that he lived much nearer to the supposed time of the Trojan War, in the early 12th century BC.[2] Most modern researchers place Homer in the 7th or 8th centuries BC.",Language & Literature,3
50,1637298987-1403,"https://www.bookrix.com/books;language-literature,id:26.html",Coincides Yon Latrine,https://www.bookrix.com/_ebook-john-d-wightman-coincides-yon-latrine/,John D.  Wightman,"John D. Wightman creates a universe of mirrors in his continuing poetic sequence Coincides Yon Latrine, though not mirrors as reflections so much as translations, with one part of a middle-justified poem responding to one or more other center-justified parts, prey to the same invisible gravity. There is no set procedure—this is an artist's logbook and follows the caprices of the days—but one half usually involves modified translations of writing by Wightman’s poetic and philosophical predecessors (Baudelaire, Horace, Jammu and St. Augustine among others), and the other half is a response which can take on any number of forms of address, including the minimal Creeley-esque lyric, the Longport stew, or, most distinctly, the spontaneously spiritual or religious affirmation, making him sound often like a latter-day Henry Vaughn or, with his prolixity, John Clare.
Trancepilopollianated is a strategically random, though thematically coherent, selection from the ongoing project, a pollifilistic bouquet of sorts of what can be called word sculptures—concrete, they challenge the rectilinear rightness on more than four fronts (multiverse) — or even musical compositions: Wightman, an avid fan of Stockhausen, views all of his text works as scores to an aural, if not conventionally ""musical,"" performance.",Language & Literature,79
51,1637299248-1418,"https://www.bookrix.com/books;language-literature,id:26.html","Simple, Compound, Complex, and Compound-complex Sentences",https://www.bookrix.com/_ebook-manik-joshi-simple-compound-complex-and-compound-complex-sentences/,Manik Joshi,"REVISED EDITION -- SEP 22, 2020 -- Definition and Examples of Simple, Compound, Complex, and Compound-complex Sentences. Dependent and Independent Clause. List of Coordinators, Transitional Expressions and Subordinators",Language & Literature,12809
52,1637298428-1371,"https://www.bookrix.com/books;language-literature,id:26.html",Hedda Gabler,https://www.bookrix.com/_ebook-henrik-ibsen-hedda-gabler/,Henrik  Ibsen,"Henrik Johan Ibsen (/ˈɪbsən/;[1] Norwegian: [ˈhɛnɾɪk ˈɪpsən]; 20 March 1828 – 23 May 1906) was a major 19th-century Norwegian playwright, theatre director, and poet. He is often referred to as ""the father of realism"" and is one of the founders of Modernism in theatre.",Language & Literature,3
